whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
1.THREAD: The Twitter Files How Twitter Let the Intelligence Community In Another episode of The Twitter Files,0,0,1,0,0.029,0.0323,0.9386,-1.455,-2.028,0.002,0.095,-1.78,-0.667,-2.834,1.309,-1.608,2.124,-2.393,1.023,-2.202,2.273
Onboard view from Falcon 9’s flight to space and back during smallsat rideshare mission Sped up trip there & back again,0,0,1,0,0.1223,0.01,0.8677,2.437,2.059,0.002,0.541,2.807,2.172,2.495,0.196,1.916,0.128,2.679,0.391,2.323,-0.568
: Watch live TV & stream your favorite shows in your Tesla when parked,1,0,0,1,0.3492,0.0044,0.6463,-1.927,-0.016,0.002,0.395,-1.313,1.43,-1.506,-0.213,-0.591,0.227,0.666,1.166,0.421,-0.157
: SpaceX had four rockets on four pads and two Dragons on orbit today—as CRS-26 Dragon departed the with Crew-5 Dr…,0,0,0,1,0.0553,0.0083,0.9364,-2.623,1.82,0.002,0.406,-6.152,3.595,-5.808,0.374,-7.466,2.106,-7.798,0.346,-8.378,1.16
Some things that your party tells you are false and some things that the other party says are true,0,0,0,0,0.0241,0.4045,0.5714,-1.474,1.221,0.001,0.151,-3.714,1.534,-2.191,0.355,-2.595,-2.783,-2.315,-1.049,-4.493,-0.071
Twitter will publish tweet recommendation code & make account/tweet status visible no later than next month. Transparency builds trust.,0,0,0,0,0.3701,0.0095,0.6204,1.719,0.926,0.001,0.198,-0.365,-2.381,0.281,-1.672,0.915,-2.82,0.301,2.009,-0.587,-0.394
Total views of tweets posted in the last 30 days by automakers that sold at least 10k cars in the U.S. in 2022: 275.6M 4.34M 1.74M .93M .84M .5M .39M .23M .17M .05M Companies in general are missing the incredible opportunity that Twitter provides to reach customers. Just Tweet interesting things! That’s all it takes.,0,0,1,0,0.1446,0.0662,0.7892,1.295,-1.956,0.001,0.194,2.804,0.501,2.805,-0.732,3.093,0.452,7.092,6.737,5.15,1.538
"""Twitter is now the #1 news app on the AppStore!"" 🥇 One of the reasons why mainstream media was against the Twitter Deal. Let that sink in Media want to control what you know, which is why citizen journalism is essential",0,0,1,0,0.6622,0.0352,0.3027,1.865,-2.063,0.0,0.397,-2.465,-0.098,-7.644,-0.297,-7.852,-0.347,-5.573,-1.262,-4.777,-1.24
Why did American media go from questioning the State and “speaking truth to power” to doing their bidding?,0,0,0,0,0.0113,0.6876,0.301,2.085,-0.707,0.001,0.077,3.392,1.178,3.343,-1.978,2.916,0.838,5.23,1.431,4.722,-1.968
Electric vehicles make up 10% of car sales and EVs are up 68% y/y on volume. Huge shout out to for making this happen and leading this revolution Great work by Tesla Team!,1,0,1,0,0.9774,0.0032,0.0194,0.098,-1.513,0.001,0.15,0.96,-1.265,0.114,-1.154,0.948,-0.489,1.544,-0.826,0.71,-2.878
"Community Notes are now also shown on Quote Tweets 🎉 This change boosts the impact of contributors’ efforts, and helps ensure context is shown everywhere it can be helpful. Live now in the web app, and coming soon to iOS and Android. Coming soon are notifications if you’ve replied, liked or retweeted something subsequently corrected by community",0,0,1,0,0.9209,0.0021,0.077,0.888,-2.126,0.001,0.326,-0.852,0.364,-1.862,-0.364,-3.258,1.083,-5.284,2.817,-3.512,1.388
": We are now admitting contributors from the UK 🇬🇧, Ireland 🇮🇪, Australia 🇦🇺 and New Zealand 🇳🇿 — welcome to Community No…",0,0,0,1,0.647,0.0023,0.3507,1.285,0.717,0.001,0.452,-0.525,-0.339,-0.812,-0.839,-0.435,-1.235,-0.74,-1.114,-1.251,-0.449
"Use pinned Lists to improve your Twitter experience! 1. Tap Lists on your profile page. 2. Create list of accounts to follow. 3. Tap pin icon. This allows you to swipe left/right between For You, Following and Lists.",0,0,0,0,0.3652,0.0082,0.6266,-1.109,-1.231,0.0,0.15,-3.717,2.264,-1.817,-1.095,0.822,-0.299,4.688,4.061,5.679,6.172
"Major Twitter improvement we just released is that you can now bookmark tweets from tweet details page. Importantly, bookmarks are *private*, unlike likes. No one other than you can see your bookmarks.",0,0,0,0,0.8812,0.0039,0.1149,0.371,-2.005,0.0,0.273,0.259,0.003,2.719,2.317,2.719,-0.273,1.841,-0.208,0.611,-1.239
": After completing Starship’s first full flight-like wet dress rehearsal, Ship 24 will be destacked from Booster 7 in preparation…",0,0,0,1,0.0438,0.0462,0.91,0.899,1.718,0.001,0.426,-0.285,0.382,-0.168,0.237,-0.95,-1.198,0.711,-0.811,1.592,-0.358
"1.THREAD: Twitter Files #15 MOVE OVER, JAYSON BLAIR: TWITTER FILES EXPOSE NEXT GREAT MEDIA FRAUD Shame on for misleading the public!",0,0,1,0,0.0096,0.8732,0.1171,1.542,1.712,0.002,0.029,1.406,-6.623,1.011,-4.381,0.362,-12.869,0.594,-1.304,0.594,-16.525
"Hamilton 68’s blue-red founding team of Jamie Fly and Laura Rosenberger, told Politico they couldn’t reveal the “dashboard” accounts because “the Russians will simply shut them down.” The real reason? It was bullshit: An American group made false claims about Russian election interference to interfere with American elections",0,0,1,0,0.0078,0.7509,0.2414,1.905,1.151,0.001,0.255,1.796,-0.661,4.926,3.979,7.092,4.4,5.588,5.364,5.527,-0.012
": I’m trying to assemble a list of news stories and TV segments pegged to Hamilton 68 and will publish it once done, hopefully t…",0,0,0,1,0.1791,0.0054,0.8155,-2.203,1.982,0.003,0.243,-0.192,-0.963,-0.489,-1.866,-0.434,-1.863,-0.677,-0.747,-0.763,-2.498
So then why do call yourself “The” Associated Press 😂,0,0,0,0,0.0149,0.6438,0.3413,-1.223,0.436,0.001,0.231,-8.24,11.044,-7.064,2.983,-6.925,1.226,-6.776,0.971,-4.431,1.934
Nothing conveys gravitas better than being called Mr. Tweet 🐥,0,0,0,0,0.8486,0.018,0.1334,1.644,-2.008,0.001,0.289,1.897,-1.288,1.469,0.609,1.898,-1.155,1.326,-1.041,1.664,-1.453
"Good meeting with regarding EU DSA. The goals of transparency, accountability & accuracy of information are aligned with ours. will be transformational for the latter.",0,0,0,0,0.9411,0.0043,0.0546,2.144,1.545,0.001,0.274,1.653,1.152,0.603,1.969,-1.406,1.731,-0.137,-0.805,-0.737,0.497
What the Tesla Giga Nevada factory will look like when finished.,1,0,0,0,0.0623,0.0225,0.9152,-1.567,-2.449,0.001,0.246,0.407,0.183,0.259,-0.663,0.367,-1.671,0.673,-0.632,-0.383,-0.951
"In 2022, wind and solar together generated more electricity in 🇪🇺 Europe than coal and gas, respectively and this is just the start Wind & solar, combined with batteries, will solve sustainable energy for Earth",0,0,1,0,0.8112,0.0051,0.1837,-1.556,-1.586,0.001,0.162,-1.696,2.092,-0.391,-0.79,0.824,0.404,0.623,-0.469,-0.039,-2.066
Watch Falcon 9 launch 49 Starlink satellites and D-Orbit’s ION SCV009 Eclectic Elena to orbit → Another batch of Starlinks in orbit. These will mostly support high latitude connectivity.,0,0,1,0,0.2896,0.0036,0.7068,1.178,-2.082,0.0,0.274,-0.877,-1.529,0.376,-1.103,2.462,-0.207,2.148,-0.315,4.453,0.821
"In turbulent economic times, be wary of using margin loans to buy stock",0,0,0,0,0.0505,0.317,0.6325,-1.496,-1.689,0.002,0.292,-0.238,-0.858,0.149,-0.254,0.523,-1.399,3.088,1.961,1.95,-0.791
"Falcon 9 launched its 200th successful mission, and delivered another 53 SpaceX Starlink satellites to orbit this morning Congrats Falcon & Starlink teams!",0,0,1,0,0.9821,0.0017,0.0162,-2.216,-1.322,0.001,0.14,-5.686,3.645,-1.771,1.236,-2.644,-1.894,-4.135,-2.081,-4.135,-1.203
"Starting today, Twitter will share ad revenue with creators for ads that appear in their reply threads",0,0,0,0,0.0738,0.0092,0.917,-1.983,-0.425,0.002,0.183,0.146,0.269,-0.336,-1.667,-0.393,-2.018,-0.793,-0.932,-0.343,-1.732
"Five years ago today, Falcon Heavy flew for the first time → Hopefully, Starship this year",0,0,1,0,0.8459,0.0019,0.1522,2.533,-0.185,0.001,0.269,-0.265,-1.52,0.117,-1.577,-0.424,-1.51,1.155,0.188,0.457,-0.464
"Going forward, Twitter will be broadly accepting of different values, rather than trying to impose its own specific values on the world",0,0,0,0,0.1495,0.057,0.7936,2.34,0.883,0.001,0.309,-1.025,10.945,2.7,5.903,3.727,4.213,9.722,11.816,11.226,12.604
": NEWS: The Model Y was the best selling vehicle overall in California in 2022, surpassing the Toyota Camry. Tesla…",1,0,0,1,0.9599,0.0019,0.0382,-1.546,-2.364,0.0,0.278,-9.549,0.407,10.65,0.191,7.101,0.037,7.67,-0.856,2.483,-1.455
": dude bookmarks are an awesome twitter feature, especially when preparing for a twitter spaces where you want to talk about pa…",0,0,0,0,0.9628,0.003,0.0342,-0.517,-0.794,0.001,0.199,-10.362,6.555,-7.351,3.515,-7.453,0.726,-6.825,1.115,-4.101,0.787
": Tesla ecosystem: energy generation, energy storage & electric vehicles",1,0,0,1,0.1487,0.0115,0.8397,-1.833,1.07,0.001,0.208,0.55,0.784,0.175,1.178,-0.295,0.651,-0.532,-1.829,0.638,-0.984
: Giga Berlin is the machine that builds the machine 🦾,0,0,0,1,0.1932,0.0148,0.792,1.387,-0.843,0.001,0.163,-0.953,-0.104,-1.604,-0.769,0.507,3.584,-0.726,3.627,0.405,1.546
"The corporate media's ability to -- overnight -- turn anyone who dissents in anyway into some sort of fascist or even Hitler-like figure, and then have millions of their followers go around mindlessly repeating it, is both impressive and chilling: True",0,0,1,0,0.0481,0.7085,0.2434,2.715,-0.145,0.0,0.143,-2.109,1.596,1.649,3.637,3.394,3.808,5.976,2.789,3.147,5.119
A theoretical calculation says that we could satisfy the world current demand for power by covering 1.2% of the Sahara Desert with solar panels [read more 1: [read more 2: The amount of solar energy received by Earth could power a civilization over 100 times larger than ours!,0,0,1,0,0.6528,0.0115,0.3357,-2.368,0.73,0.002,0.426,-3.237,1.155,-3.14,0.122,-3.12,-0.113,-4.028,1.533,-5.449,0.743
: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship,0,0,0,1,0.4823,0.007,0.5107,0.016,-1.938,0.001,0.174,3.339,-0.958,6.596,2.765,5.287,4.02,8.896,3.82,7.764,0.661
"Note: if many people who you follow or like also follow me, it is highly probable that the algorithm will recommend my tweets. It’s not super sophisticated. In coming months, we will offer the ability to adjust the algorithm to closer match what is most compelling to you.",0,0,0,0,0.4703,0.0124,0.5173,-0.047,2.638,0.001,0.175,-0.07,-0.053,-0.707,-1.003,-2.073,-0.738,-2.46,-1.175,-0.98,-2.11
"My book What's Our Problem? is now available. The book introduces a new framework for thinking about our chaotic political environment. With 303 drawings, it's a toolbox for understanding our societies, our group dynamics, and our own minds. Get it here: Worth reading",0,0,1,0,0.6832,0.0047,0.3121,-1.817,-1.34,0.001,0.289,-0.12,-1.068,-2.125,-0.263,-4.991,2.071,-3.741,-0.388,-3.961,-0.808
"Say what you want about me, but I acquired the world’s largest non-profit for $44B lol",0,0,0,0,0.7636,0.0322,0.2041,0.367,0.642,0.001,0.347,-0.587,1.162,-1.615,0.283,0.514,-0.751,1.792,0.941,2.664,0.686
A crystal clear lesson that product > marketing in the long run,0,0,0,0,0.5473,0.0257,0.427,1.798,-0.167,0.001,0.24,3.0,-0.326,5.814,1.739,5.279,-0.235,4.991,-1.043,2.945,0.65
": Crew-6, SpaceX, and completed a full rehearsal of launch day activities",0,0,0,1,0.3345,0.0043,0.6612,-2.649,-1.268,0.001,0.443,-3.457,0.653,-3.183,-0.26,-2.315,-0.604,-0.306,0.395,-0.434,-0.279
"I have unblocked everyone I blocked, apart from scammers. I recommend others do the same. Negative feedback is a good thing.",0,0,0,0,0.3877,0.1389,0.4733,-1.099,-0.603,0.001,0.136,-2.524,0.599,-1.157,-1.929,-0.933,-2.266,-2.098,-3.159,-3.443,1.46
: Tesla Investor Day streaming live on Twitter & YouTube at 3pm CT tomorrow,1,0,0,1,0.069,0.0041,0.9268,-2.226,0.88,0.001,0.376,-4.2,3.244,-3.773,1.502,-4.236,1.721,-3.431,0.086,-3.003,0.022
"“I used to be in crypto, but now I got interested in AI""",0,0,0,0,0.2201,0.0151,0.7648,-1.816,2.493,0.001,0.267,-2.606,0.087,-2.217,0.182,-1.563,-0.902,-2.726,-0.656,-4.715,2.482
: Today's cover: Jan. 6 footage shows Capitol cops escorting QAnon Shaman to Senate floor,0,0,0,1,0.0275,0.0207,0.9519,-0.904,-2.624,0.0,0.23,6.581,1.987,4.221,1.349,1.801,0.349,0.337,-0.697,-1.156,0.129
: Footage shows Capitol cop Brian Sicknick uninjured on Jan. 6,0,0,0,1,0.038,0.038,0.924,-1.962,-0.851,0.001,0.206,4.116,4.712,2.707,2.272,3.574,-1.2,2.498,-1.732,2.886,-1.935
"He has a prominent, active Twitter account and is wealthy. The reason he confronted me in public was to get a big payout. From what I’ve been told, he’s done almost no work for the past four months, middle-management or otherwise. Despite his claims on Twitter that he did…",0,0,0,0,0.0722,0.3263,0.6015,-0.695,-1.303,0.0,0.154,7.377,4.631,1.857,1.163,0.972,0.108,0.048,0.071,2.54,-1.189
1. TWITTER FILES: Statement to Congress THE CENSORSHIP-INDUSTRIAL COMPLEX Concerning,0,0,1,0,0.0231,0.0478,0.9291,-2.384,2.416,0.004,0.796,-1.873,0.16,-1.536,-0.428,-1.183,-0.308,-1.918,-0.423,-1.779,-0.38
"Fight for truth, whole truth & nothin but! The intent is for this site to be fair & impartial, favoring no party, seeking only the least wrong truth.",0,0,1,0,0.237,0.1746,0.5884,-2.554,1.721,0.002,0.163,-1.302,0.374,-2.688,-0.024,-1.989,-2.251,-2.299,-2.348,-2.842,-2.082
"NEW: Hundreds of Stanford students lined the halls yesterday to protest the law school’s dean, Jenny Martinez, for apologizing to Kyle Duncan, the judge shouted down last week. The students effectively subjected Martinez to an intimidating walk of shame.🧵 Parents don’t realize the Soviet level of indoctrination that their children are receiving in elite high schools & colleges!",0,0,1,0,0.0058,0.8582,0.136,-0.711,-2.293,0.001,0.17,0.154,-0.56,-0.327,0.449,1.553,-0.104,1.659,1.221,0.934,1.073
"I’m still confused as to how a non-profit to which I donated ~$100M somehow became a $30B market cap for-profit. If this is legal, why doesn’t everyone do it?",0,0,0,0,0.0273,0.6019,0.3708,-0.574,-1.058,0.001,0.308,-0.421,0.423,-1.665,1.085,-2.884,1.342,-3.912,0.123,-4.497,-0.032
Starlink now offers a global roaming option for customers traveling to locations where connectivity has been unreliable or completely unavailable → Starlink now offers global roaming,0,0,1,0,0.0654,0.0326,0.902,2.302,2.035,0.002,0.294,1.449,2.629,1.554,0.687,1.99,-0.021,2.147,-0.663,1.833,-0.345
It’s kinda flattering to be insulted on this site tbh,0,0,0,0,0.1333,0.5518,0.3149,1.354,-0.087,0.001,0.207,1.552,-0.085,2.022,0.508,1.153,0.36,1.946,-0.529,4.4,1.064
If other party is always wrong And your party is always right You are at least partly wrong,0,0,0,0,0.0352,0.4563,0.5084,-0.494,0.395,0.001,0.245,2.293,-0.619,1.597,-0.44,2.015,-2.082,0.98,0.441,1.417,-1.816
"Best way to fight misinformation is to respond with accurate information, not censorship",0,0,0,0,0.1608,0.1981,0.641,0.017,1.778,0.0,0.285,-4.373,0.622,-5.082,0.859,-3.685,-0.559,-2.404,1.16,-2.288,0.307
"It’s exciting to see more & more public figures engaging in active dialogue on this platform! Sure, people will say foolish things from time to time (myself especially), but that’s way better than silence or sanitized “press releases” that’re basically just boring propaganda.",0,0,0,0,0.854,0.0243,0.1217,1.709,-0.477,0.001,0.165,1.126,-0.034,-0.384,-1.581,-2.04,3.447,1.24,0.965,1.909,2.992
"No, descriptions should be accurate. If only a small segment of the right or left is pushing something, then it wouldn’t be correct to paint all of the left or right with that viewpoint.",0,0,0,0,0.0217,0.3837,0.5946,-2.213,1.475,0.001,0.292,-0.97,-0.689,-1.745,-1.114,-1.067,0.143,-2.024,-0.989,-1.842,-0.24
"Forgot to mention that accounts you follow directly will also be in For You, since you have explicitly asked for them",0,0,0,0,0.0519,0.0629,0.8852,2.068,-0.285,0.001,0.223,2.03,1.877,1.091,-1.065,2.199,0.63,1.83,-0.563,0.682,0.251
"Today marks a new era of transparency for Twitter. 🧵 We’re sharing much of the source code that powers our platform with the world. Visit our blog to learn more about this initiative: Most of the recommendation algorithm will be made open source today. The rest will follow. Acid test is that independent third parties should be able to determine, with reasonable accuracy, what will probably be shown to users. No doubt, many embarrassing issues will be",0,0,1,0,0.7333,0.0043,0.2623,-2.599,0.721,0.001,0.213,-1.375,-1.859,0.634,1.543,1.453,1.482,-0.004,0.896,-0.402,-1.317
Twitter recommendation source code now available to all on GitHub,0,0,0,0,0.3972,0.0059,0.597,1.521,-1.673,0.0,0.259,-1.839,1.593,0.453,0.259,-0.024,-1.277,0.101,-1.135,0.728,0.767
What if we create a “Help-a-Celebrity” fund to pay the $7?,0,0,0,0,0.0709,0.0498,0.8793,-2.061,1.263,0.001,0.261,-1.442,-0.117,-0.568,0.127,-1.175,-0.904,-1.834,0.264,-2.135,-1.112
"That is true for some, but for many it was simply because they had a buddy at Twitter or were a Mashable intern 10 years ago or they outright bought it",0,0,0,0,0.1315,0.1,0.7685,2.055,0.091,0.001,0.221,0.448,0.547,0.035,-1.366,0.498,-2.02,0.035,-0.746,-0.53,-1.074
"On the Internet, I’m only 3 inches tall (best case)",0,0,0,0,0.2502,0.0575,0.6923,-1.805,-0.613,0.0,0.187,-1.562,-1.753,-1.788,-1.663,-2.183,-2.061,-4.608,0.107,-5.306,-1.384
"Tbh, I’m just hoping a media org that takes itself way too seriously writes a story about Harry Bōlz …",0,0,0,0,0.0129,0.7957,0.1914,-1.711,1.21,0.001,0.292,-1.483,1.37,-0.037,1.791,0.266,0.6,1.254,-0.272,1.254,0.023
: Falcon Heavy in the hangar at Launch Complex 39A,0,0,0,1,0.1244,0.0086,0.867,1.765,1.744,0.001,0.421,2.385,0.002,2.724,-0.238,3.979,2.323,4.606,1.112,4.454,-0.147
WATCH: The moment confronts reporter for not being able to provide a single example of hate speech he has witnessed on Twitter. - Elon also points out the BBC’s double standards regarding Covid misinformation. This time with video & better audio,0,0,1,0,0.0191,0.584,0.3968,-0.206,-2.452,0.0,0.409,7.313,-0.21,6.839,-0.954,7.788,-0.796,9.078,-0.082,9.21,-0.476
NPR literally said “Federal funding is essential to public radio” on their own website (now taken down). What hypocrites!,0,0,0,0,0.016,0.8241,0.1598,-0.163,0.061,0.001,0.371,-0.119,-1.22,0.022,-1.168,0.465,-0.496,0.487,-1.286,-1.399,0.357
"Apply to offer your followers subscriptions of any material, from longform text to hours long video! Just tap on “Monetization” in settings.",0,0,0,0,0.4081,0.006,0.5859,1.506,-2.004,0.001,0.228,0.762,0.583,0.087,0.419,1.178,-0.553,1.178,-0.71,1.307,-1.493
": After 30 days docked to the , the Dragon spacecraft supporting SpaceX’s 27th commercial resupply mission for …",0,0,0,1,0.1138,0.0048,0.8814,-1.869,1.643,0.0,0.148,0.557,-1.859,0.96,-0.819,0.356,-2.116,-3.47,2.437,-3.671,-1.644
: Watch Falcon 9 launch 21 Starlink satellites to orbit →,0,0,0,1,0.1129,0.0052,0.8818,-1.898,1.802,0.001,0.166,2.207,0.108,2.274,-1.795,0.675,-0.787,0.953,-1.898,4.441,6.635
: Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship,0,0,0,1,0.1343,0.0134,0.8523,-0.479,1.392,0.001,0.159,-2.455,-1.207,0.232,-0.408,-1.286,-0.322,-2.124,-0.459,-2.444,-2.597
