whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
"“So long, and thanks for the orifice!” - Alien message decrypted",0,0,0,0,0.7921,0.0295,0.1785,2.096,-1.076,0.002,0.069,1.702,-6.535,2.121,-4.419,1.727,6.144,2.154,-6.37,2.369,-8.07
"It’s called the Space “Station”, but it’s actually moving around Earth at ~25 times the speed of sound or ~10 times faster than a rifle bullet",0,1,0,0,0.1992,0.0662,0.7346,1.766,1.448,0.002,0.23,0.9,-0.614,1.257,-2.156,1.127,-0.384,1.138,-1.123,0.43,0.147
Near-orbital space is the fastest way to travel long distance on Earth!,0,1,0,0,0.8687,0.0041,0.1272,0.847,-1.088,0.0,0.231,-11.624,3.543,-5.241,-0.522,-8.359,-0.522,-6.697,-1.103,-11.69,-1.27
"Yeah, briefly. Seems pretty good. I picked Nomad, so start was a little slow, but picks up fast. Seemed like almost everyone on Steam was playing Cyberpunk at some point this weekend!",0,1,0,0,0.9554,0.0032,0.0414,0.713,0.511,0.001,0.27,-0.292,-0.369,-5.644,1.637,-3.779,0.055,-2.455,-0.645,-1.172,-0.458
The objective reality is that it is impossible to run an advanced game well on old hardware. This is a much more serious issue:,0,1,0,0,0.0154,0.7972,0.1874,0.867,-1.129,0.002,0.43,2.947,0.093,3.934,0.023,2.075,-0.354,3.328,-0.734,3.621,-0.183
"Original Deus Ex was incredible, Human Revolution was also great",0,1,0,0,0.9721,0.0048,0.0231,-0.457,-1.443,0.003,0.296,-0.297,-0.786,-0.71,-1.227,-1.048,0.535,0.386,0.128,-0.139,-0.248
"Giga Berlin-Brandenburg will be the first to use our new structural pack architecture, 4680 (world’s most advanced cells, made on-site), both front & rear body castings & advanced paint shop. Warning: with so much new technology, production timing is naturally harder to predict.",0,1,0,0,0.395,0.0101,0.5949,-1.742,2.159,0.001,0.335,-1.554,-0.396,-1.302,-1.557,-2.356,-1.234,-1.611,-0.797,-0.549,-0.612
"Far from fully loaded, but we were going slow or the ship would have gone crazy high/far with three engines",0,1,0,0,0.0769,0.3961,0.527,-1.927,0.954,0.001,0.273,1.39,-1.416,1.102,-1.973,1.293,-2.06,0.001,-1.63,0.863,-1.737
"The Raptors were well below max thrust or the ship would have blown through the altitude limit. As we hit min throttle point, an engine would shut off.",0,1,0,0,0.0562,0.3885,0.5553,-1.387,2.288,0.001,0.75,-1.527,0.038,-1.531,-0.274,-4.725,0.692,-4.378,-0.302,-4.471,-0.72
"I absolutely support trans, but all these pronouns are an esthetic nightmare",0,1,0,0,0.0628,0.572,0.3652,-1.254,-0.909,0.001,0.497,0.733,-0.83,0.091,-0.991,0.154,-1.366,0.113,-0.744,0.057,-1.304
Very proud to have scored 100/100 for the fourth year in a row in LGBTQ equality. Thanks to everyone at Tesla for making LGBTQ inclusion an important part of our culture. Oh and umm …,1,1,1,0,0.9889,0.0022,0.0089,-2.384,-1.704,0.0,0.288,-0.584,0.202,4.706,0.964,9.227,3.669,10.35,7.952,11.058,0.401
"A t-shirt being better armor than a Kevlar chest plate doesn’t make sense in the absence of magic. Also, wish there weren’t level-based item limits in a single-player game.",0,1,0,0,0.0304,0.6723,0.2973,-2.327,0.207,0.001,0.266,-1.077,-0.611,0.634,-0.794,0.789,-0.653,0.853,-1.633,-0.894,-1.292
Pressure is slightly high in upper stage liquid oxygen tank. Review underway.,0,1,0,0,0.0331,0.1982,0.7687,0.238,-0.036,0.002,0.229,0.874,-0.534,-0.39,-1.22,-1.125,-0.802,-3.058,3.28,-1.519,-0.328
Standing down for today to inspect rocket. Hopefully launching tomorrow.,0,1,0,0,0.6797,0.0033,0.317,-1.028,-2.29,0.001,0.625,0.135,-0.958,1.085,0.262,-0.195,-0.403,-0.301,-0.65,-0.947,-0.613
What should Tesla do with in-car gaming in an autonomous world?,1,1,0,0,0.0802,0.0164,0.9033,0.161,-0.164,0.001,0.092,4.067,6.052,3.892,2.668,4.014,-4.837,4.869,-3.836,5.795,0.362
Just meeting with Larry Ellison to seek some advice. Back working on Tesla end of quarter tomorrow.,1,0,0,0,0.1654,0.0165,0.8181,2.035,1.949,0.001,0.402,2.094,-0.23,2.427,0.471,2.269,-0.2,1.043,-0.249,0.259,-0.72
"No, these are just incremental improvements to the production codebase. FSD build is a fundamental rewrite, not just in the car, but also our video training/labeling software.",0,1,0,0,0.1897,0.0532,0.7572,-0.27,-0.73,0.001,0.787,0.433,-0.769,-0.076,-0.756,0.465,-0.741,0.895,-0.584,0.523,-0.55
"We’re going to try to catch the Super Heavy Booster with the launch tower arm, using the grid fins to take the load",0,1,0,0,0.1032,0.0093,0.8875,0.717,-2.216,0.0,0.259,11.513,2.214,20.933,7.081,22.815,7.082,11.265,2.92,17.217,0.59
Saves mass & cost of legs & enables immediate repositioning of booster on to launch mount — ready to refly in under an hour,0,0,0,0,0.6107,0.0067,0.3826,-1.456,-0.19,0.0,0.344,0.842,0.248,2.978,2.654,3.842,6.159,6.797,3.398,4.448,5.403
"Production is hard, prototypes are easy. Building ~1000 Starships to create a self-sustaining city on Mars is our mission.",0,1,0,0,0.4417,0.0332,0.5252,-0.424,0.157,0.0,0.302,-5.303,-0.536,-2.878,-1.505,-2.765,-1.708,-4.019,-1.497,-2.196,-2.498
Hamiltonians have +2V the potential of Langrangians and a play!,0,1,0,0,0.6442,0.0077,0.3482,1.596,-2.34,0.001,0.214,2.896,3.241,1.621,-0.45,2.846,1.219,3.077,-0.306,4.198,0.57
"I hope so. Wings don’t work on the moon at all and def not well on Mars. Also, no runways.",0,1,0,0,0.0158,0.8518,0.1324,2.167,-0.003,0.001,0.477,0.078,-1.117,1.373,-0.865,0.813,-0.937,1.848,-0.105,3.949,0.88
"This will be hard to make, as it isn’t like any other vehicle",0,1,0,0,0.0352,0.5267,0.4381,1.075,1.231,0.0,0.204,2.674,14.346,4.18,1.074,4.7,0.336,4.968,2.16,2.527,2.116
"Or at least the option for verification, so that the public can ascribe more credibility to verified vs unverified accounts",0,1,0,0,0.1496,0.0298,0.8205,-2.658,0.333,0.003,0.214,-0.236,-0.818,1.597,1.416,1.465,-0.593,2.026,1.144,3.103,-0.506
"Once in a while, something happens that is even better than we imagined",0,1,0,0,0.9693,0.0064,0.0243,-1.471,1.904,0.002,0.404,-2.321,0.929,-2.108,-0.546,-2.004,-0.879,-1.286,-0.906,-2.411,-0.458
"300km every millisecond, but there are times I wish it were faster",0,1,0,0,0.3262,0.1676,0.5062,1.967,-1.207,0.001,0.226,0.442,-0.526,1.108,-0.571,0.596,-1.934,1.158,-1.965,0.431,-0.453
"Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fired. Two starts completed, about to try a third.",0,0,0,0,0.2366,0.0383,0.7251,2.211,-0.951,0.002,0.28,1.333,0.322,1.725,-1.676,1.218,-2.033,1.58,-1.276,1.487,-2.186
Sea shanty tiktok takes it to a new level with actual pirate ships,0,1,0,0,0.439,0.0904,0.4706,-0.093,-0.601,0.001,0.131,1.076,-0.504,2.347,2.193,2.602,1.297,2.637,1.229,2.564,2.886
"Prototypes are easy, volume production is hard, positive cash flow is excruciating",0,1,0,0,0.0735,0.6102,0.3163,-0.936,1.046,0.0,0.128,-4.036,-1.298,-3.864,0.619,-3.166,-2.893,-1.654,-0.444,-4.543,-0.729
"They are part of the solution, but require lots of fresh water & land. We may need something that’s ultra-large- scale industrial in 10 to 20 years. For now, by far the top priority is accelerating the transition to a sustainable energy economy.",0,1,0,0,0.1453,0.1262,0.7285,1.256,1.613,0.0,0.387,-2.997,0.902,-0.564,-0.979,-3.115,1.845,-1.741,-1.022,-1.781,-1.004
"Unlike its aircraft division, which is fine, the FAA space division has a fundamentally broken regulatory structure. Their rules are meant for a handful of expendable launches per year from a few government facilities. Under those rules, humanity will never get to Mars.",0,1,0,0,0.0087,0.8654,0.1259,1.814,2.409,0.001,0.417,2.385,-0.282,1.758,3.328,0.968,-0.513,2.159,-0.898,2.516,-0.546
"Finishing engineering this year, production starts next year. Aiming to have release candidate design drivable late summer. Tri-motor drive system & advanced battery work were important precursors.",0,1,0,0,0.6478,0.0055,0.3467,-2.319,-0.487,0.001,0.177,-0.299,-2.257,1.956,6.029,0.851,-1.199,-0.52,0.397,-0.394,-1.703
u can’t sell houses u don’t own u can’t sell cars u don’t own but u *can* sell stock u don’t own!? this is bs – shorting is a scam legal only for vestigial reasons,0,0,0,0,0.0054,0.8993,0.0952,1.026,-2.409,0.001,0.235,-2.016,0.746,-2.236,-0.664,-2.295,-0.325,-0.938,3.595,0.141,0.417
Here come the shorty apologists Give them no respect Get Shorty,0,0,0,0,0.011,0.8879,0.1011,-0.468,2.457,0.001,0.394,2.569,0.191,0.838,-1.015,2.409,-0.704,2.589,-0.258,1.315,1.421
"It was foolish of us not to start 3 engines & immediately shut down 1, as 2 are needed to land",0,1,0,0,0.0221,0.6283,0.3497,1.188,1.259,0.001,0.53,1.11,-0.925,1.713,-0.231,0.869,-0.672,0.545,-0.675,0.139,-0.345
"He definitely has issues, but the sentencing seems a bit high",0,1,0,0,0.0076,0.8512,0.1412,2.721,-0.219,0.002,0.14,0.283,-0.281,-0.329,-2.717,-0.979,-0.458,-0.918,1.228,-1.092,1.307
"Bought some Dogecoin for lil X, so he can be a toddler hodler",0,0,0,0,0.3646,0.031,0.6044,-2.052,2.521,0.002,0.412,-1.861,-0.582,-3.92,1.21,-4.531,0.906,-6.826,2.161,-8.787,3.572
Congratulations Tesla China for amazing execution last year. Now on to the next for even more!!,1,1,0,0,0.9865,0.0033,0.0102,-2.341,0.823,0.001,0.559,-0.351,-0.77,-2.241,1.179,-2.601,-0.293,-0.519,0.651,0.55,-0.217
"Covered in snow & ice, roads mostly closed & no power in Austin",0,1,0,0,0.0127,0.7412,0.2461,-1.407,2.293,0.001,0.572,-2.967,0.166,-2.32,-0.134,-2.986,-0.511,-3.257,0.03,-5.058,1.803
"The Tesla Solar Roof is slightly hydrophobic, so water, snow or ice slide off easily",1,1,0,0,0.2294,0.0522,0.7184,-2.235,1.031,0.001,0.37,0.406,-0.674,0.337,-1.167,3.117,-0.011,3.322,-0.368,0.382,-1.052
"It is still available off menu, but I don’t think the range, in many drive conditions, yet meets the Tesla standard of excellence",1,1,0,0,0.0252,0.6703,0.3045,-1.886,-1.386,0.002,0.22,-2.827,0.768,-3.069,0.101,-3.198,1.111,-4.535,4.422,-4.108,4.392
"Prices in the US (of all goods) don’t include VAT, but it’s usually included in other countries. Then there’s import duty & transport costs. The intent is that revenue to Tesla is roughly similar in all countries, so taxes, tariffs & transport make up the difference.",1,0,0,0,0.0542,0.145,0.8008,-0.85,-1.878,0.001,0.336,-1.435,-1.49,-6.277,12.237,-6.073,1.791,-4.348,3.085,-5.12,-0.995
Launch abort on slightly conservative high thrust limit. Increasing thrust limit & recycling propellant for another flight attempt today.,0,1,0,0,0.0251,0.3734,0.6015,-2.015,0.168,0.002,0.394,-1.316,-0.662,-0.899,-0.009,-1.625,1.227,-1.056,-0.18,-1.303,-0.581
SN10 engine was low on thrust due (probably) to partial helium ingestion from fuel header tank. Impact of 10m/s crushed legs & part of skirt. Multiple fixes in work for SN11.,0,1,0,0,0.0151,0.6761,0.3088,1.734,-2.063,0.001,0.123,5.24,8.446,8.045,11.876,6.554,5.775,6.63,1.432,6.2,0.902
"Fair point. If autogenous pressurization had been used, CH4 bubbles would most likely have reverted to liquid. Helium in header was used to prevent ullage collapse from slosh, which happened in prior flight. My fault for approving. Sounded good at the time.",0,1,0,0,0.1119,0.1627,0.7254,-1.23,-1.034,0.002,0.114,0.21,-0.812,0.984,1.425,1.119,0.891,0.114,-3.688,1.622,2.007
BTC (Bitcoin) is an anagram of TBC(The Boring Company) What a coincidence!,0,0,0,0,0.3402,0.099,0.5608,-1.883,-0.066,0.001,0.523,-4.085,3.514,-1.977,0.888,-3.076,-0.879,-4.532,0.882,-6.046,2.086
"Heavy comes in more like a javelin. Similar to Falcon 9, but caught by the tower vs landing on legs.",0,1,0,0,0.1126,0.0535,0.8339,-2.126,2.694,0.002,0.363,-2.416,1.746,-3.523,1.968,-3.749,4.025,-1.044,0.735,-2.704,0.055
FAA inspector unable to reach Starbase in time for launch today. Postponed to no earlier than tomorrow.,0,1,0,0,0.0104,0.7633,0.2263,0.687,0.893,0.001,0.366,-0.895,0.305,-1.059,-0.111,-1.569,1.836,-1.896,1.04,-4.602,2.871
"Looks like engine 2 had issues on ascent & didn’t reach operating chamber pressure during landing burn, but, in theory, it wasn’t needed. Something significant happened shortly after landing burn start. Should know what it was once we can examine the bits later today.",0,1,0,0,0.0236,0.5218,0.4547,2.279,-2.158,0.001,0.199,1.664,-1.529,2.118,-2.313,0.63,-2.807,-5.047,4.58,-4.351,0.639
"SN15 rolls to launch pad in a few days. It has hundreds of design improvements across structures, avionics/software & engine. Hopefully, one of those improvements covers this problem. If not, then retrofit will add a few more days.",0,1,0,0,0.5997,0.0331,0.3672,0.853,-1.783,0.0,0.182,-7.709,3.107,-3.922,-0.09,-0.568,-1.524,4.585,1.301,5.548,-0.218
"Next major technology rev is at SN20. Those ships will be orbit-capable with heat shield & stage separation system. Ascent success probability is high. However, SN20+ vehicles will probably need many flight attempts to survive Mach 25 entry heating & land intact.",0,1,0,0,0.5813,0.0156,0.4031,2.407,1.502,0.003,0.4,1.153,-0.896,1.182,-0.772,1.75,-0.035,1.601,-1.47,2.88,2.544
"Please consider moving to Starbase or greater Brownsville/South Padre area in Texas & encourage friends to do so! SpaceX’s hiring needs for engineers, technicians, builders & essential support personnel of all kinds are growing rapidly.",0,0,0,0,0.7269,0.0052,0.2678,0.57,-0.211,0.002,0.181,-0.477,-0.054,-2.013,-0.07,-3.028,1.055,-3.057,-1.662,-3.72,-1.823
"Agreed! We’re not super far, as Magic Valley Utility can give us almost all wind-power, which will be used for LOX (78% of propellant mass)/N2/argon distillation. We’re also aiming to increase solar power from 1MW to 10MW, paired with Tesla Megapacks, for continuous power.",1,1,0,0,0.8542,0.004,0.1418,2.653,2.069,0.004,0.282,0.692,-1.328,0.737,-2.494,1.912,1.857,1.374,0.268,2.535,0.755
Starbase will grow by several thousand people over the next year or two,0,1,0,0,0.8192,0.0059,0.1748,2.523,2.344,0.004,0.439,1.422,-0.458,1.383,-0.916,2.088,0.229,1.436,-0.702,0.839,-0.997
"High School Grads: You do not have to have a college degree to work for Tesla. You can work for Tesla straight out of high school. Chris Reilly of recruiting explains: Over 10,000 people are needed for Giga Texas just through 2022! - 5 mins from airport -15 mins from downtown - Right on Colorado river",1,0,1,0,0.5691,0.0051,0.4258,1.462,-2.277,0.001,0.347,-0.388,-1.305,-0.251,-1.27,0.161,-1.262,1.809,0.276,1.299,-0.555
"Starship booster, largest flying object ever designed, will be caught out of sky by launch tower. Big step forward, as reflight can be done in under an hour.",0,1,0,0,0.9336,0.0027,0.0637,-2.322,0.273,0.001,0.419,-1.947,1.195,-1.441,0.311,-1.104,-1.092,-2.362,0.185,-0.71,1.516
"Ideal scenario imo is catching Starship in horizontal “glide” with no landing burn, although that is quite a challenge for the tower! Next best is catching with tower, with emergency pad landing mode on skirt (no legs).",0,1,0,0,0.5025,0.0335,0.464,1.882,0.315,0.001,0.363,1.058,-0.756,1.33,-0.29,1.978,-0.843,1.216,0.089,0.351,-1.455
"Almost ready with FSD Beta V9.0. Step change improvement is massive, especially for weird corner cases & bad weather. Pure vision, no radar.",0,1,0,0,0.8773,0.0152,0.1075,0.099,-0.224,0.0,0.236,10.218,-0.42,13.947,2.729,16.955,-1.376,17.557,-2.283,9.735,-1.985
"Tesla is building up collision repair capability to help address the grief that you went through, but usually insurance companies make you go their “approved” collision repair partners. Tesla Insurance will make it smooth sailing.",1,1,0,0,0.5121,0.038,0.4499,1.395,-2.041,0.001,0.43,2.509,-0.168,3.581,0.464,2.715,0.793,2.622,-0.668,1.338,-0.67
One of many reasons that we need to make life multiplanetary!,0,1,0,0,0.5433,0.0359,0.4208,-1.552,-2.216,0.001,0.148,1.56,-3.495,-0.127,-2.433,-1.068,-0.033,-1.008,-3.788,2.125,-1.654
New FSD rendering approach coming that better represents NN probability vector space,0,0,0,0,0.4455,0.0149,0.5396,0.405,-0.325,0.0,0.58,1.698,0.007,0.364,-0.136,-0.512,0.746,-1.649,0.432,0.978,1.852
True. The opposite in fact – I provide financial support to my parents.,0,1,0,0,0.1988,0.0975,0.7037,1.132,0.124,0.0,0.356,0.053,-0.496,0.895,4.011,-0.237,-0.429,0.024,0.405,0.053,-0.27
"An advantage I did have is that my father is a talented electrical & mechanical engineer, so I was taught a lot engineering (without appreciating it at the time)",0,1,0,0,0.6964,0.0266,0.2771,0.518,1.305,0.0,0.227,-0.13,-0.554,0.066,-1.069,-1.079,0.846,3.713,8.286,2.126,2.074
"Rawlinson was never chief engineer. He arrived after Model S prototype was made, left before things got tough & was only ever responsible for body engineering, not powertrain, battery, software, production or design.",1,1,0,0,0.0277,0.357,0.6153,-2.49,0.612,0.001,0.312,-1.142,-0.376,-2.454,2.006,-1.65,0.332,-2.151,0.146,-1.977,0.416
"Aiming for extreme precision with next gen Model Y – microns, not millimeters",1,1,0,0,0.2941,0.027,0.6789,0.811,-0.251,0.002,0.173,-2.216,-1.196,-3.143,-0.129,-5.491,0.249,-2.669,-1.133,-2.237,-0.269
I would like to second that congratulations. Outstanding accomplishment by China!,0,1,0,0,0.9806,0.0028,0.0166,0.52,-0.052,0.001,0.136,-0.719,-3.146,2.54,2.062,3.414,8.41,1.742,0.475,2.21,-2.033
Spoke with North American Bitcoin miners. They committed to publish current & planned renewable usage & to ask miners WW to do so. Potentially promising.,0,0,0,0,0.8157,0.0048,0.1795,-2.826,-0.375,0.001,0.376,-1.473,1.51,-2.826,-0.38,-2.463,-0.41,-2.511,-0.603,-1.278,1.199
"If you’d like to help develop Doge, please submit ideas on GitHub &",0,0,0,0,0.5061,0.0085,0.4853,2.261,0.482,0.001,0.277,-0.125,1.486,-0.98,0.526,-2.055,2.458,-2.582,1.343,-3.196,3.567
"Not even a good fake anonymous “The article is behind a paywall, and it looks like Anonymous’ hacking skills are not enough to get behind it “ 🤣🤣",0,1,0,0,0.0072,0.8935,0.0993,-2.181,0.594,0.001,0.557,-0.402,-0.427,0.165,-0.155,0.906,-0.339,0.758,-0.641,1.203,-0.375
"Exactly. Only time I sell Tesla stock is when my stock options are expiring & I have no choice. Btw, I will continue to pay income taxes in California proportionate to my time in state, which is & will be significant.",1,1,0,0,0.1137,0.2139,0.6724,-1.696,-2.404,0.001,0.733,0.275,-0.763,0.526,-0.713,0.445,-0.921,-0.088,-0.773,-0.685,-0.876
"Yeah, sold my houses, except for 1 in Bay Area that’s rented out for events. Working on sustainable energy for Earth with Tesla & protecting future of consciousness by making life multiplanetary with SpaceX. Also, AI risk mitigation with Neuralink & fixing traffic with Boring.",1,1,0,0,0.2991,0.0594,0.6415,-1.004,1.893,0.0,0.326,0.98,-0.909,0.907,-0.963,1.121,-1.509,2.789,-0.45,6.206,5.372
